MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir3pm,WindSpeed3pm,Pressure3pm,Cloud3pm,Temp3pm,RainToday,RainTomorrow,AveHumidity,DifHumidity
9.6,15.2,0.2,5.2,5,SSW,31,SSW,20,1005.6,7,12.3,No,Yes,81.5,-19
14.3,34,0,7.8,8.7,N,72,NNW,31,1010.7,4,32.5,No,No,33,18
6.3,14.8,0,2.4,3,NNE,67,NNE,31,1002.6,7,13.8,No,Yes,70.5,-7
18.6,31,0,8,2,NNE,33,NE,13,1005.9,8,30.1,No,No,29.5,11
19.4,22.1,25.8,3.2,0.7,NE,48,ENE,24,1005.9,8,21.3,Yes,Yes,92.5,1
7.3,12.7,0.6,1.8,2.9,WNW,57,WNW,31,1008,5,11.4,No,Yes,80,14
7.4,14.5,1.6,1,6.4,SSE,35,SSE,24,1023.2,2,13.2,Yes,No,72,20
12.1,21.9,0.8,2.8,5.4,SE,50,S,31,1015.6,7,19.8,No,No,68.5,17
20.4,25.1,2.6,2.4,6.3,SSW,30,SE,19,1017.5,3,23.9,Yes,No,62,2
11,21.7,0,4.4,9.8,SW,39,SE,15,1020.2,1,20.5,No,No,54.5,11
12.5,19,0,5.8,0.1,SW,35,SW,17,1020.8,7,18.3,No,No,52.5,9
16.1,29.1,0,6,9.6,NNE,39,NNW,19,1017,1,28.1,No,No,45,30
9.4,26.3,0,2.4,6,WNW,43,N,15,1019,7,25.8,No,Yes,46.5,37
18.7,33.3,49.2,13.6,9.1,SSE,39,ENE,9,1007.2,7,32.9,Yes,Yes,52,42
9,18.4,0,4.2,1,NW,37,NW,13,1014.7,8,17.6,No,No,36,0
11.3,29.9,0,7.8,12,S,31,SW,13,1020,7,28.1,No,No,39.5,33
23.7,34.7,0,6.4,10.7,ESE,72,WNW,17,1006,6,33.4,No,No,59,22
20.3,33.3,0,8.8,6.9,NE,35,NW,7,1014.2,5,32.5,No,No,50,30
5.5,15.3,0,2.4,7.2,N,41,NE,9,1019,4,14.8,No,Yes,53,20
0.2,16.8,0,2.4,8.8,WSW,17,SSW,7,1022.6,3,16.1,No,No,58,36
5.9,13.4,0,2.2,3,W,48,NW,17,999,7,12.5,No,Yes,71,2
15,32.5,0,4.8,12.1,ENE,74,ESE,17,1015,3,31.2,No,No,35.5,19
7,23.8,7,3.8,7.3,WNW,28,ESE,13,1006.3,7,22,Yes,Yes,69,16
6.8,17.9,3.6,0.8,4.4,NW,56,NW,28,1016.1,7,16.5,Yes,Yes,62.5,5
15.7,21.1,55,2.8,4.4,ENE,30,E,13,1016.6,7,20.2,Yes,Yes,85.5,13
25.6,33,0,7,7.9,NNW,37,NNW,26,1008,7,31,No,No,69.5,7
9.6,14.8,0.6,3.4,0.2,WSW,41,E,9,1015.7,7,14.4,No,Yes,87.5,-9
16.1,29.3,0,8,13.5,E,28,NE,13,1019.8,1,28.2,No,No,39,18
6.2,17.5,0,5.6,9.6,SW,50,W,20,1019,1,17.3,No,No,44,22
11.1,17.2,0,3.2,3.1,SSW,43,SW,22,1021.9,7,17,No,Yes,55.5,7
25,41,0,15,13.3,ENE,41,ENE,15,1005.6,1,40,No,No,31,22
18.4,37.9,0,13.6,13,SE,39,NE,6,1013.4,1,35.8,No,No,25,26
11.8,30.8,0,7.6,10.9,NNW,33,N,22,1013.5,6,29.3,No,No,41,48
10.9,18.9,0,5,6.5,W,44,WSW,28,1010.9,8,17.1,No,Yes,69,8
19.5,26.9,58.6,6.4,0.5,NE,28,ENE,13,1015.2,7,24.3,Yes,Yes,78,12
7.1,20.8,0,4.6,9.4,W,30,WNW,17,1013.3,6,20.3,No,Yes,56,6
16.3,32.5,0,5.2,10.5,E,50,S,9,1011.1,1,32,No,No,39.5,27
8.5,14.3,0,2.8,5,WSW,48,SW,24,1015.5,5,12.6,No,No,66,34
9.5,30.1,0,4.6,9.3,SW,54,SSE,20,1007.2,7,23.5,No,No,62,22
11.4,17.7,12.8,3.4,11.3,S,39,S,20,1009,6,17.1,Yes,No,77,6
14.6,28.3,0,3.4,4.6,SSE,35,SSE,30,1010.4,7,24.4,No,Yes,73,16
10,18,9.6,3.8,5.7,WNW,46,WNW,30,1012.9,1,17.5,Yes,No,59,56
9.6,16,12.4,0.2,7.2,NNW,46,NW,24,1015.9,3,15.1,Yes,No,75.5,33
11.6,25.6,0,18.2,12.1,SSW,31,SSW,17,1019.6,0,23.9,No,No,36.5,33
12.9,22.8,0,4.6,13.4,W,39,WSW,22,1005.6,7,21.6,No,No,58,16
12.7,20.8,0.2,1.6,2.8,SSW,44,S,22,1015.3,7,17.5,No,Yes,76,-18
11.7,30,1.2,7.2,10.1,S,52,NE,11,1013,5,28.6,Yes,No,42.5,33
15.7,20.8,1,5,9.3,SW,46,SW,19,1014.9,1,19.3,No,No,55.5,27
6,14.6,1.2,0.2,4.8,W,41,WSW,20,1026.5,6,13.6,Yes,No,81,32
10.1,18.9,0,2.8,5.5,NW,52,WNW,30,1012.3,5,16.8,No,No,66.5,-5
23.6,28.9,0,9.2,5.6,ESE,52,ESE,26,1012.4,8,24.1,No,Yes,80,-26
24.1,30,6,6.4,1.5,S,35,SSE,19,1011.3,8,25,Yes,Yes,88.5,-11
21,28.6,0,7.4,11,ENE,35,ENE,17,1016.4,5,26.8,No,No,60.5,-1
5,22.7,0,7.2,10.7,ESE,46,ESE,24,1022.6,1,22.1,No,No,25.5,17
15.9,21.9,9.8,5.4,7.5,SSW,44,S,31,1028.8,7,20.7,Yes,No,70,34
20.2,25.5,6.8,6,0.2,N,46,SSW,20,1010.4,7,20.6,Yes,Yes,91.5,3
21.8,29.6,0,8.8,12.1,ENE,41,ENE,31,1012.3,1,28.3,No,No,58,6
20,30.4,0,8,13,SW,46,SW,26,1010.3,1,27.1,No,No,60.5,15
12.5,18.5,0.6,2.6,9.5,S,39,ESE,22,1018.1,6,17.2,No,No,70.5,9
25.7,37.1,0,16.8,11.4,SSW,46,SW,24,1009.4,4,34.7,No,No,32.5,11
14.4,20.6,0.6,5.8,2.3,N,50,ESE,13,1014.2,7,19.3,No,No,74.5,21
10.1,20.3,0,3.8,10,NE,48,NE,31,1013.9,1,19.3,No,No,50,-2
12.9,17.3,8.8,4.8,0,ESE,41,ESE,20,1010.7,7,15.4,Yes,Yes,88,12
9.3,19.3,0,1,7,W,39,WNW,9,1015,5,18.4,No,No,64,36
24.2,30,0,10.2,7.3,ENE,48,E,31,1010.2,6,29.4,No,No,61,12
13.2,18.5,0,5.4,12,ESE,44,ESE,24,1022.6,7,17.2,No,No,59.5,11
14.8,22.8,0,6.4,2.1,NE,35,NW,13,1021,7,19,No,No,80.5,15
9.6,22.8,0,0.8,8,N,39,N,20,1009.1,1,22.6,No,Yes,61.5,37
7.5,23.1,0,2.4,9.5,WNW,59,NW,30,1007.1,1,22.6,No,No,45,44
23.5,32.5,0.6,4.4,7.4,ENE,33,ENE,19,1009.2,8,30.4,No,No,66.5,3
15.4,22.8,2.4,5.2,5.9,SSE,46,S,30,1018.8,5,22,Yes,Yes,66,24
20.9,26.9,1.4,3.8,7.3,S,37,S,24,1014.1,2,25.4,Yes,No,78,6
4.1,20.5,0,3.6,9.3,ESE,19,N,7,1023.9,5,19.8,No,No,63,42
17.9,31.8,0,5.4,10.6,ESE,44,ENE,24,1012.8,2,29.1,No,No,56,14
20.5,24,8.6,5.8,0.1,SE,31,SE,9,1014.3,7,22,Yes,No,68.5,3
9.9,26.1,0,5.2,13.3,S,39,SW,13,1018.3,1,24.7,No,No,42.5,15
8.5,14.7,4.6,0.6,4.5,WSW,35,WSW,20,1020.7,4,13.8,Yes,Yes,81.5,21
12.8,30.3,0,5.8,12,NNW,26,NW,13,1009.6,1,29.1,No,No,42.5,35
15.7,19.6,0.6,3.2,10.3,WSW,31,WSW,22,1016.5,2,19.1,No,No,61.5,5
5.5,14.1,0,2,7.2,W,26,WSW,11,1024.4,4,13.8,No,No,66.5,31
12.5,25.2,0,6,13.6,S,52,SW,20,1012.8,1,25.2,No,No,42.5,29
17.2,20.3,0,2.4,0,NE,59,ENE,26,1019.9,8,19,No,Yes,75,0
8.9,15,0,2,1.3,SE,20,SW,6,1027.6,7,13.9,No,No,65.5,27
15.9,26.3,5.4,2.4,8.4,W,20,N,6,1009.3,3,25.6,Yes,Yes,59.5,17
22.9,27.7,0,9.6,3.1,SSE,39,WSW,11,1013.9,8,20.7,No,Yes,77.5,-37
19,28.2,3.4,7.8,10.9,E,33,E,15,1012.9,7,26.9,Yes,No,56.5,9
5.1,8.6,2,0.6,4.5,SSW,63,SSW,22,1018.7,6,7.7,Yes,No,65,8
10.5,20.9,5.5,2,9.5,SW,41,S,15,1015.1,2,19.8,Yes,No,60,4
8.7,16.8,3.4,2,5.5,WNW,52,WNW,20,1002.8,8,12.4,Yes,Yes,94.5,-1
22,31.1,0,14.2,12.2,S,59,NE,39,1007.1,1,30.2,No,No,53.5,21
5.3,15.1,0,2.2,2.9,SSW,24,SW,11,1027,7,14.6,No,No,64,16
11.6,17.7,0,10.6,3.7,SW,44,SW,13,1013.3,6,17.2,No,No,45.5,27
17,27.5,0.4,2.6,10.4,ESE,30,E,13,1021.3,3,26.5,No,No,55.5,15
6.8,24.7,0,4,10.6,S,26,SW,9,1018.8,0,24,No,No,41.5,27
24,27.4,0,4.6,0.1,E,48,ESE,20,1011.3,7,25,No,Yes,78.5,-7
9.5,17,0,2.4,6.5,SE,30,SSE,20,1021.3,4,15.3,No,No,71.5,3
13.4,25.1,0,3.4,10.2,SSE,30,S,19,1023.2,4,24.1,No,Yes,57.5,9
-0.3,14.4,0.2,1.6,3.8,NW,24,WNW,9,1015.4,6,13.4,No,Yes,74,50
9.5,16.2,5.8,1.8,7.2,WNW,43,WSW,19,1018.6,5,14.7,Yes,No,57.5,-3
17,33.2,0,8,13.4,ENE,35,N,9,1017,1,30.8,No,No,41.5,25
6.3,9.5,31.8,2.2,0.4,WNW,52,NW,26,1009.9,7,8.3,Yes,Yes,73,2
6.9,24.2,0,5,11.4,ESE,39,E,22,1021.3,1,23.6,No,No,26.5,29
11.7,25.6,0,7.2,9.7,S,30,SE,19,1016.8,4,24.6,No,No,70.5,1
24.6,32.6,1,7.6,9.8,ENE,35,ENE,28,1004.6,4,31.2,No,No,67.5,13
11,19.7,3.6,1,9.5,SSW,24,NW,7,1020.1,1,19.4,Yes,No,79,42
8.2,11.5,0,4.4,0.1,ENE,48,E,20,1003,8,9.5,No,Yes,76.5,-19
15.3,21.1,3,2,7.1,SW,48,WSW,20,1012.5,3,20.6,Yes,No,53.5,17
22.7,39.7,0,13.4,12.6,E,35,E,22,1003.7,1,39,No,No,15.5,7
24.6,31.5,0,7.2,11.7,NE,39,ENE,28,1009.3,2,30.1,No,No,62,2
8.2,20.8,0,3.8,10.6,E,41,E,19,1034.2,0,20.2,No,No,46.5,25
11.4,20.6,0,8.2,9.5,SSE,44,SSE,24,1017.4,5,19.9,No,No,48,18
2.5,18.8,0,2.6,8.2,S,24,S,11,1018.1,3,18.7,No,No,57,26
18.8,27.3,0,2,7.8,ENE,39,ENE,30,1013,2,25,No,No,61,16
13.8,15.4,19.8,6.4,0,S,37,SSW,28,1015.3,8,12.9,Yes,Yes,96.5,1
7.3,12.6,1.6,3.4,8.9,NNW,74,SW,28,1021.7,3,9.9,Yes,No,51,38
8,20.9,0,4.6,9.6,WSW,31,WSW,15,1020.6,7,20.1,No,No,47,32
18.8,30.4,0,5.4,10.5,E,35,ENE,22,1012.1,2,29.3,No,No,60.5,11
21.8,28.4,4.6,6.2,7.2,N,26,NNW,13,1013.9,6,27,Yes,No,78.5,19
13.6,24.3,5.2,0.6,3.6,E,39,ESE,19,1019.9,6,22.5,Yes,No,60.5,31
13.4,32.5,0,8.4,8.3,SSE,59,SSE,24,1005.8,7,22.9,No,Yes,48,-24
22.9,30.4,1.2,7,5.7,ENE,31,ENE,19,1012.1,7,28,Yes,No,66,0
20.6,30,0,5.2,11.6,NNE,54,NE,37,1007.3,0,28.1,No,No,70.5,11
0.9,18.2,0,4,10.2,E,22,E,7,1027.7,2,17.6,No,No,49.5,25
7.9,21.4,0,4,6.4,N,43,N,15,1017.5,5,20.7,No,No,54.5,21
6.1,17.5,0,5.4,10.8,WNW,44,NW,26,1013.1,1,17,No,No,47,6
9.1,14.8,19,2.6,3.2,WSW,37,N,4,1028,6,14.1,Yes,Yes,87.5,19
8.9,15,10,4.8,6,NW,61,NW,28,1010.1,8,13.9,Yes,Yes,70.5,-7
16,22.8,0,12.4,6,E,50,ENE,19,1012.3,6,21.6,No,No,63.5,13
6,16.3,0,2.4,3.2,SW,22,SSW,6,1025.4,7,16,No,No,75.5,43
13.3,25.3,0,12,11.9,SSW,46,SSW,24,1015,6,23.8,No,No,45,22
25.5,33.9,0,5,10.4,E,37,NE,13,1007.6,3,32.4,No,No,62,12
4.4,17.7,0,4,10.1,ENE,35,ESE,13,1021.6,6,17.3,No,No,54,30
20.2,28.4,0,7.4,5.3,SE,43,ESE,19,1013.1,6,25.5,No,No,58.5,-5
18.6,25.8,0,7.4,12.5,E,35,SE,24,1017.4,3,22.7,No,No,66,2
6.4,16.8,0,2.8,8.1,WNW,33,SE,19,1012.1,5,15.4,No,No,61,6
6.2,15.2,0,2.4,6.1,NNW,50,NW,28,1023.1,7,14.9,No,No,57,22
4.5,9.5,0,3.6,5.7,W,83,NW,20,989,7,6.9,No,Yes,76.5,-21
21.6,31.7,6.8,5.6,3.5,SSW,52,NNE,2,1010.5,7,30.6,Yes,Yes,60,28
11.2,27.2,0,6.6,12.3,N,28,N,13,1018.3,6,25.8,No,No,40.5,47
17,20.2,1.8,5.4,0,SE,52,E,28,1025.1,8,17.6,Yes,Yes,88,-14
20.1,32.7,0,8.8,3.8,WNW,59,N,22,1015.4,7,28.3,No,No,60.5,21
6,15.7,0,2.8,9.4,W,31,N,9,1024.2,7,15.3,No,No,58.5,45
21.3,27.2,0.2,1.2,2.3,NE,35,NNE,24,1012.8,7,26.2,No,Yes,79,14
11.2,19.5,0,9.4,10.1,W,57,W,33,1009.7,3,18.9,No,No,49,38
10,32,0.2,3.4,10.8,NNW,50,WNW,28,1015.3,3,31.4,No,No,45.5,61
9.3,15,6.2,1,4.8,SW,57,SW,24,1012.1,7,11.5,Yes,Yes,94,12
8.7,21.9,0,5.4,13.6,NW,48,NNW,28,1013,2,21,No,No,54,30
26.1,32.8,4.6,4.8,7.1,NNE,28,N,13,1006.9,7,30.2,Yes,No,74.5,-5
16.5,26.6,0.2,4.6,10.6,SSE,37,SE,28,1012.6,1,24.8,No,No,56,14
19.9,27.7,12,1.8,6.7,SW,31,SSW,15,1009.7,7,26.8,Yes,No,68.5,31
26.3,33,0.2,9,6.3,ENE,39,ENE,22,1008.6,6,30.7,No,No,69.5,11
7.5,17.6,9.8,2.6,9.4,SSW,41,SSW,22,1018.7,6,16.9,Yes,No,62,26
20.5,28,0,7.8,1.1,SSE,26,ESE,17,1016.9,5,27.2,No,Yes,73.5,7
20.4,29.1,0,5.8,7.9,SE,35,ESE,17,1017.7,6,27.4,No,No,57,6
4.8,16.5,0.2,1.2,8.3,ENE,26,ENE,15,1029.6,7,16.5,No,No,71,40
0.7,19,0,1,6.3,NW,28,SSE,7,1009.2,6,17.4,No,No,76,42
14.5,36.8,0,7.6,12.3,NNE,54,NNW,22,1015.8,1,35.7,No,No,44,54
19.3,39.5,0,12,13.7,N,30,N,11,1009.4,2,37.2,No,No,22.5,23
10.5,24.5,0,6.4,12.9,SW,35,SSW,20,1016.3,1,22.4,No,No,47.5,5
9.9,17.9,0.4,3.4,4.8,WSW,30,WSW,17,1013.1,7,17.1,No,No,78.5,31
12.1,21.8,0,4,0.4,E,31,E,19,1021.4,6,20.7,No,No,57,12
16.5,28,0,7.6,13.4,ENE,41,SW,24,1009.5,2,27.1,No,No,48,12
16.3,22.7,4.8,6.6,6.9,N,56,N,37,1000.1,7,22.1,Yes,Yes,42,16
14.2,22.3,0,3,6.2,ENE,39,NNE,17,1021.9,7,20.7,No,No,53,28
14.6,29.1,0,7.2,12.5,ESE,31,E,20,1018.7,3,27.6,No,No,63.5,63
11.9,15,4.2,1.8,0,ESE,24,SSE,11,1005.2,7,14.3,Yes,Yes,88,-6
10,16.8,2.4,1.8,7.2,SW,35,SW,17,1019.1,5,15.1,Yes,No,66,22
9.2,16,0,2.2,2.9,SSW,31,SSW,15,1019.7,7,13.4,No,Yes,77.5,17
19.7,24.2,0,2.4,6.3,NNE,72,NNE,28,1008.2,7,22.9,No,Yes,71,16
14.5,19.5,4.8,3.6,8.6,W,63,WNW,33,1010.7,1,19.1,Yes,No,66.5,17
7.8,22.5,3.6,2.2,3.8,WNW,54,N,22,1001.8,7,18.9,Yes,Yes,71.5,25
17.5,25.7,1.4,6,10.1,SSE,46,SSE,24,1021.2,4,23.8,Yes,No,65,26
13.9,20,2,3,4.6,WSW,50,WSW,26,1007.7,6,17.8,Yes,Yes,84,20
11.9,37,0,7.8,13.4,N,54,WNW,22,1009,1,35.3,No,No,14.5,15
4.4,12.8,0,2.2,6.1,S,22,S,7,1019.5,4,12.4,No,No,63.5,27
13.4,35,0,8,11.8,NNW,39,NNW,17,1003.1,7,33.8,No,No,15.5,3
23.8,32.1,0,6.2,9.6,WNW,37,NW,30,1009.4,4,30.5,No,No,67,12
17.4,23.2,0,4.4,0,E,33,ESE,19,1016.6,8,22,No,Yes,74.5,-5
9.3,24.1,0.2,4,11,N,48,NNE,30,1020.3,3,23.4,No,No,49.5,7
13.2,23.8,0.2,6.4,8.6,ESE,35,ESE,19,1011.1,7,19,No,No,80,24
24.9,30.7,5.4,5.8,5.4,SE,46,SSE,19,1005.8,5,30.1,Yes,No,68,6
6.8,16.8,0.6,4.4,7.1,SW,44,S,26,1025.3,7,14,No,No,58.5,-3
22.7,34.4,5.4,7.2,13.1,SE,43,ESE,9,1012.8,5,33.3,Yes,No,57.5,23
4.9,10.9,0.2,4.6,7.9,WNW,48,WNW,22,1013,5,8.4,No,No,47.5,-3
16.6,27.8,0,7,8.7,SE,41,ESE,26,1014.1,1,26.6,No,No,55,0
10.5,12.8,5.8,1.4,0.1,SW,44,SSW,22,1006.6,8,11.6,Yes,Yes,95,-2
11,16.9,8.8,1.8,3.8,S,33,SSW,19,1018.1,7,15.8,Yes,No,76,38
23.5,33,7,3.2,0,WSW,65,SSE,13,1003.8,6,29.1,Yes,Yes,70.5,23
23.9,34.7,0,8,10.1,NNW,37,NNW,24,1007.6,1,33.4,No,No,53.5,21
1.8,13.2,0,0.2,9.2,SW,22,SSW,9,1024,2,12.4,No,No,69.5,49
5.1,20.1,0,1.4,8.5,ENE,28,NE,19,1029.7,1,19.7,No,No,64,36
3.8,19.1,0,0.8,3,NNW,24,NNE,7,1011.6,6,16.6,No,No,71,30
11,27.7,0,7.4,10.4,E,41,E,17,1024.6,5,26.9,No,No,51,20
9.6,19.8,0,2.6,5.2,SSE,28,SSE,17,1023.3,5,18.9,No,Yes,60,6
18,31,0,7.2,8.3,NE,22,ENE,11,1009.5,2,29.1,No,No,58,8
3.3,14.7,0,1.2,8,SSW,22,SSW,13,1034.9,5,13.7,No,No,80.5,39
14.3,23.7,0.6,5,7.7,N,41,S,15,1019.1,5,23.2,No,No,80,32
21.5,29.6,17.4,2.8,4.6,ESE,37,ENE,22,1012,7,28.6,Yes,Yes,80.5,5
9.7,23.2,0,4,8.7,S,24,SW,9,1018,4,21.6,No,No,35.5,13
21.3,31.2,13.4,5,7.8,NE,48,NNW,13,1013.1,6,29.6,Yes,Yes,70.5,31
4.7,18.4,0.4,2.6,4,SW,31,WSW,13,1016.7,7,16.4,No,No,57,28
11.8,24.4,0,4.6,9.8,ENE,31,E,22,1016.3,6,22.2,No,No,71.5,31
12.7,23.4,0.6,5,10.6,NW,46,WNW,24,1006,5,21.9,No,No,50,28
13.1,29.8,0,6.6,10.4,SE,26,E,7,1017.2,7,28.3,No,No,59.5,23
2.5,13.1,0,0,7.9,ENE,26,NE,13,1013.6,1,12.7,No,No,71.5,23
12.9,27.9,0,5.4,8.6,NNW,39,N,22,1019.8,7,23.4,No,No,62.5,13
17.6,29,0,9.8,4.5,E,41,E,11,1016.8,8,28.2,No,No,44,20
4.8,14.5,0,1.2,6.5,ENE,15,E,4,1031.7,5,13.6,No,No,73,40
27.8,33,0,8.6,6.3,ENE,37,NE,26,1006.2,3,31.5,No,No,66.5,3
21.1,29.9,1,7.8,11.6,SE,41,ESE,28,1015,1,28.9,No,No,41,4
19.3,27,0.8,4.8,9.6,NE,35,NE,26,1021.1,2,26.5,No,No,71,32
22.5,30.5,0,5.8,11.8,NNE,28,NE,17,1008.1,1,29.9,No,No,62,-2
13.2,21.9,0,4,4.3,SW,41,SW,28,1013.6,7,20,No,No,53.5,35
19.5,33.1,0,6,8.1,NE,39,SE,17,1013.1,5,32.8,No,No,46,24
12.7,25.2,0,4.8,11,ENE,26,NE,11,1016.2,8,24,No,No,54.5,21
13.9,24.5,0,3.3,12,ESE,43,ESE,26,1004.5,3,20.4,No,No,47,-14
7.5,13.8,1.2,2.4,2.2,NW,74,NW,35,997.7,7,13.5,Yes,Yes,78,26
5.2,14.6,4.8,2,2.6,W,43,W,26,1017,8,13.5,Yes,Yes,74.5,7
9.5,13.3,2.4,1.2,0.6,E,31,E,17,1026.3,8,12.9,Yes,Yes,90.5,7
3.3,19.7,0,2.2,7.7,NE,28,N,9,1018.7,5,17.9,No,No,58.5,21
12.9,25.6,5.2,4,8.4,SW,41,SSW,17,1016.6,1,24.8,Yes,No,42.5,35
11.4,22.3,1.4,7.2,11.1,SW,35,WSW,15,1013.8,5,21.6,Yes,No,44.5,15
7.2,25.6,0,7.2,9.4,SSE,39,ESE,15,1022,6,23.5,No,No,38,44
8.9,18.9,0,4.8,5.4,N,59,NW,15,1008.8,6,17.9,No,Yes,56.5,17
14.7,24.7,0.6,5,11.3,WSW,50,WSW,28,1009.4,6,23.2,No,No,33,18
1.4,23.5,0,3.4,10.1,NNW,41,NNW,19,1022.2,6,22.1,No,No,39,40
18.7,29.2,0,3.8,10.1,WSW,61,WSW,20,1005.8,4,28.5,No,No,41,26
3.6,12.9,0,3,6,NW,70,NW,22,987.1,7,10.2,No,Yes,55,8
17.7,35.1,0,9.8,12.9,S,72,NW,33,1000.2,6,34,No,No,38,50
14.3,35,0,7.6,10.5,ESE,41,WSW,9,1008.7,1,33.6,No,No,28.5,29
12.6,17.2,19,2.4,1.9,N,54,NNE,17,1002.7,7,16.9,Yes,Yes,87.5,19
25.6,32.8,0,5,6.7,SE,50,WSW,20,1007.6,6,32,No,No,67.5,17
5.1,17.2,0,1,2.3,N,41,N,22,1031.4,6,16.5,No,No,61.5,29
11.4,24,0,3,10.6,NNW,31,ESE,15,1009,1,23.7,No,Yes,66.5,31
11.3,21.2,0,5,5.1,NNW,28,SW,13,1017.1,7,20,No,No,52.5,21
14.7,17.5,0.6,5,7.2,SW,56,SSW,28,1014.8,7,16.6,No,No,66,2
9.1,26.3,0,2.4,10.1,S,46,N,13,1018.8,3,25.5,No,No,48,44
4.6,15.7,0,1,0.6,NNE,15,NNE,6,1027.1,7,15.5,No,No,76,18
0.5,16.1,0,1.2,8,NNW,19,SW,11,1007.2,4,15.3,No,No,72,40
20.3,22.9,0,5,4.1,S,50,S,31,1018.8,8,20.4,No,No,87,-4
1,18,0,3.6,9.7,SSW,30,SW,15,1018.2,2,17.8,No,No,49.5,37
19.5,27.9,1,6.4,9.3,ESE,28,ESE,13,1019.9,6,27.1,No,Yes,74.5,31
22.9,27.7,16.6,1.6,0.3,SE,37,ESE,15,1007.3,7,25.8,Yes,Yes,88,2
11.8,15.7,5.2,2,0,ESE,41,S,19,1012.9,8,14.7,Yes,Yes,86.5,5
19.3,26.6,0,5.4,5.3,S,37,WSW,19,1013,7,25.9,No,No,59.5,17
9.3,17.7,1.6,1,4,WSW,35,WSW,24,1005.1,7,16.4,Yes,No,78,32
14.1,21.4,0.4,8,8.5,SSE,54,SSE,39,1022.2,7,20.5,No,No,46.5,-3
5,26.9,0,4.8,10.5,WSW,33,SSW,9,1015.9,2,26.2,No,No,31.5,31
8.5,15.1,0,2.8,7.2,NNW,44,NNW,28,1020.3,7,14,No,No,65,14
4.3,20.5,0,4.6,12.6,SSW,31,S,11,1018.2,1,20.2,No,No,62.5,29
7.8,13.7,0.4,0.4,1.6,S,33,S,15,1028.4,7,12.6,No,No,86,12
4.6,16.7,0.6,3.2,9.7,WNW,56,SE,17,1020.7,2,15.8,No,No,53.5,9
5.4,16.4,0,1.6,7.5,N,26,ESE,6,1015.4,6,15.7,No,No,64,36
15.8,24.8,15.6,5.2,4.1,NW,31,NNW,17,1008.4,7,23.9,Yes,No,74,52
2.1,14.7,0,2.6,8.2,S,43,SSW,26,1026.3,2,13.8,No,No,64.5,15
13.6,28.3,1,3,9.3,ENE,37,E,15,1017.7,5,27.1,No,No,42,12
6.8,17.7,0.4,3.4,9.7,NW,72,NNW,30,993.9,2,17.3,No,Yes,50,36
16.6,27.8,0,5.6,10.8,NW,30,N,13,1014.4,1,26.2,No,No,59.5,11
11.3,37.1,0,9.2,13.2,N,39,W,24,1016,0,32.8,No,No,12.5,7
5.2,17.2,0,1.8,8.1,N,70,N,35,1019.8,5,16.3,No,No,53.5,29
11,19.3,0,3.6,9.1,SSW,41,ESE,22,1022.9,5,18.7,No,No,69,14
23.5,30.3,53,6.4,0.1,SE,46,S,24,1003.3,8,28.5,Yes,Yes,71,6
11.7,19.4,0.6,5,8.1,WSW,67,S,17,1004.9,7,18.2,No,No,48.5,11
9,22.9,0,4.6,10.2,SSW,22,SSE,11,1014.6,1,22.5,No,No,29,16
14.7,27.4,0,5.8,11.3,ENE,31,N,2,1021.9,3,26.3,No,No,41,20
13.5,34.4,0,6.6,13,NW,63,W,37,1005.4,1,24.1,No,No,63.5,23
16.6,29,0,7.2,13.1,WSW,43,WSW,30,1009.2,1,27.2,No,No,54,6
25.6,35.7,0,8.4,11.3,NNE,48,NNE,35,1009.1,1,33.9,No,No,52,24
16.1,28.8,0,8.4,13.5,W,59,W,28,1008.1,1,27.9,No,No,25.5,11
21,39.9,0,17,13.1,ENE,44,E,28,1012.5,1,38.6,No,No,13,18
4.1,14.4,0,1,3.3,SSW,22,SSW,9,1030.7,6,14.1,No,No,77,44
23.8,31.4,0,7.2,5.1,SSE,41,SE,26,1007.3,3,30.5,No,Yes,58.5,5
5.5,15.4,0,2.8,3,N,74,NNW,44,1020.1,6,14.6,No,No,58,20
18.6,33.1,0,10.8,10.3,E,39,SW,9,1007.8,3,31.8,No,No,41.5,27
22.1,32.4,0,6.6,10.8,NE,33,NNW,24,1010,2,30.9,No,No,63.5,17
13.4,30.3,0,9.2,11.1,NE,41,NE,15,1018.7,2,28.8,No,No,38.5,17
4.4,18.4,0,5.8,12.4,SE,43,SSE,24,1023.4,3,17.9,No,No,45.5,21
12.6,36.1,0,10.6,12.3,W,30,W,15,1007.5,0,34.7,No,No,44.5,37
2.4,14.1,0.2,1.6,5.1,WNW,24,WNW,13,1023.4,8,13.3,No,No,70.5,33
8.7,13,0.6,3.2,7.1,WNW,54,WNW,28,1014.1,2,11.1,No,No,70,24
25,30.8,0.6,6,10.5,NE,35,ENE,26,1008.7,4,30.1,No,Yes,67,14
24.8,32.8,0,8,11.4,SE,35,E,22,1008.8,2,31.4,No,Yes,63.5,7
22.7,27.6,1.6,6.8,1.6,ENE,33,ENE,20,1014.8,7,26.2,Yes,No,81,4
1.6,15.8,0.2,0.2,8.4,N,15,WNW,7,1006.1,1,15.3,No,No,78,38
6.8,15.7,0,0.8,5.4,N,22,NE,9,1014.3,7,15.5,No,Yes,82,26
